device_id,device_type,firmware_version,connection_type,packet_count,avg_packet_size,bandwidth_usage_mb,failed_connection_attempts,unusual_port_access,protocol_type,login_attempts,encryption_used,anomaly_score,geo_location,traffic_spike_ratio,intrusion_label
D257,Smart Plug,v2.0,Ethernet,47549,1406,2942.26,16,0,UDP,27,1,0.37,Africa,3.53,0
D258,Camera,v2.0,5G,33003,674,4133.27,11,0,MQTT,26,1,0.995,North America,1.61,0
D259,Router,v2.1,WiFi,27053,256,253.86,17,1,HTTP,6,1,0.456,South America,1.87,0
D260,Smart Plug,v1.1,5G,7411,290,2988.79,6,0,HTTP,27,0,0.665,South America,1.91,0
D261,Sensor,v1.1,5G,32125,514,3219.44,8,0,HTTP,20,1,0.503,South America,0.65,0
D262,Camera,v2.0,Ethernet,20715,1269,3015.81,18,0,MQTT,7,1,0.103,Africa,4.74,0
D263,Sensor,v1.1,5G,33680,995,3253.67,13,0,HTTP,24,1,0.141,South America,4.09,0
D264,Sensor,v2.0,Ethernet,26420,1414,3160.56,18,0,MQTT,28,1,0.75,South America,0.73,0
D265,Smart Plug,v3.0,5G,42998,718,660.72,19,0,HTTP,19,1,0.802,North America,4.73,0
D266,Camera,v2.1,5G,24052,266,1182.33,17,0,HTTP,10,1,0.364,Europe,4.22,0
D267,Router,v1.0,5G,17354,465,3098.78,14,0,MQTT,11,0,0.067,Europe,4.59,1
D268,Router,v2.1,5G,15327,535,98.29,3,0,UDP,17,0,0.957,Asia,1.43,0
D269,Smart Plug,v2.0,5G,13860,953,3177.38,12,0,UDP,17,0,0.497,North America,1.68,0
D270,Smart Plug,v2.0,5G,8926,242,3330.28,4,0,UDP,26,1,0.134,Africa,2.35,0
D271,Camera,v2.1,Ethernet,14039,1105,1203.48,11,0,MQTT,28,0,0.198,Asia,1.12,0
D272,Router,v2.0,Ethernet,33536,526,2994.68,16,0,HTTP,15,1,0.045,South America,2.33,0
D273,Router,v1.1,WiFi,17777,898,2675.11,9,1,MQTT,19,1,0.71,Asia,0.05,0
D274,Router,v1.1,5G,8560,672,1310.85,11,1,TCP,21,1,0.704,Europe,4.39,0
D275,Sensor,v2.0,Ethernet,8773,989,2320.24,5,0,TCP,5,1,0.603,Asia,0.81,1
D276,Router,v2.0,5G,27966,1490,4549.03,19,0,MQTT,17,0,0.546,Asia,2.5,0
D277,Sensor,v1.1,5G,36258,1480,2138.75,19,0,TCP,16,1,0.381,North America,4.64,0
D278,Camera,v2.0,Ethernet,9553,999,3152.92,11,0,UDP,17,1,0.951,South America,4.1,0
D279,Sensor,v2.0,5G,16004,363,186.4,12,1,UDP,23,1,0.801,Africa,3.88,0
D280,Camera,v2.1,Ethernet,15496,414,398.22,16,0,UDP,20,1,0.908,Africa,3.03,0
D281,Router,v1.0,Ethernet,28470,250,415.73,19,1,TCP,2,1,0.312,North America,2.18,0
D282,Router,v1.1,WiFi,22033,1434,3893.42,9,1,UDP,8,1,0.978,North America,2.23,0
D283,Camera,v2.1,WiFi,30449,686,1757.78,18,0,UDP,27,1,0.165,Africa,0.43,0
D284,Smart Plug,v1.0,WiFi,4434,1496,1145.78,4,0,UDP,27,1,0.056,Asia,0.32,0
D285,Camera,v2.0,WiFi,31560,134,3739.15,4,0,MQTT,6,1,0.32,South America,4.22,1
D286,Smart Plug,v2.0,5G,27368,1414,858.1,7,0,HTTP,23,1,0.201,Africa,2.04,0
D287,Sensor,v2.1,5G,22168,1299,1240.0,16,0,HTTP,21,1,0.518,Asia,0.27,0
D288,Sensor,v2.0,WiFi,28347,372,2160.35,2,0,MQTT,6,1,0.35,Asia,3.32,0
D289,Sensor,v3.0,Ethernet,23234,1195,1663.88,15,0,UDP,18,1,0.172,Europe,3.42,0
D290,Router,v2.1,Ethernet,16385,240,2931.11,18,1,UDP,0,0,0.844,North America,1.14,0
D291,Sensor,v1.0,Ethernet,35103,490,1695.82,5,1,MQTT,0,0,0.508,Africa,2.05,0
D292,Smart Plug,v2.1,Ethernet,21467,803,1970.83,9,0,MQTT,0,0,0.11,Africa,2.87,0
D293,Sensor,v1.1,5G,24236,594,4315.8,15,1,TCP,10,1,0.075,South America,2.98,0
D294,Camera,v2.1,Ethernet,37887,481,4423.81,12,0,MQTT,26,0,0.383,Africa,2.56,1
D295,Camera,v2.0,Ethernet,24525,311,4140.28,2,0,UDP,27,0,0.908,Asia,1.82,0
D296,Router,v2.0,WiFi,29565,272,4325.51,7,0,MQTT,22,1,0.508,Asia,0.34,0
D297,Camera,v3.0,Ethernet,19061,279,2852.95,19,1,UDP,17,1,0.139,South America,0.11,0
D298,Smart Plug,v3.0,5G,33543,776,3234.7,7,0,TCP,12,1,0.247,Asia,2.3,0
D299,Sensor,v3.0,Ethernet,18923,501,2790.29,6,0,MQTT,27,1,0.049,Asia,1.01,0
D300,Router,v1.0,Ethernet,9973,374,3930.08,10,0,TCP,21,1,0.832,Africa,4.69,0
D301,Sensor,v3.0,5G,5687,446,2759.49,19,0,UDP,29,1,0.946,North America,3.2,0
D302,Sensor,v1.0,WiFi,38813,1044,564.27,2,0,UDP,29,1,0.078,Africa,2.93,0
D303,Smart Plug,v3.0,5G,25952,1358,4049.8,6,1,UDP,14,1,0.173,Europe,2.03,0
D304,Camera,v1.0,WiFi,37635,184,3805.32,10,0,UDP,16,0,0.171,South America,1.65,0
D305,Camera,v2.1,Ethernet,7104,470,4103.3,16,0,TCP,9,1,0.804,Asia,0.9,0
D306,Sensor,v2.1,WiFi,40596,308,960.24,17,0,MQTT,7,0,0.839,Africa,0.3,0
D307,Router,v2.0,WiFi,27923,129,1365.37,8,1,MQTT,20,1,0.419,Africa,3.17,0
D308,Camera,v1.0,WiFi,39477,1005,1485.8,12,0,UDP,8,1,0.969,Asia,3.9,0
D309,Router,v1.1,Ethernet,7231,291,2545.32,14,0,UDP,18,0,0.259,South America,4.29,0
D310,Camera,v2.0,WiFi,17796,945,678.05,18,0,TCP,17,1,0.525,Africa,3.62,0
D311,Router,v2.1,WiFi,25749,200,1933.05,14,0,TCP,7,1,0.996,North America,4.48,0
D312,Smart Plug,v1.0,Ethernet,4199,257,918.97,6,1,UDP,26,1,0.827,Asia,4.91,0
D313,Router,v3.0,5G,31671,769,1331.17,2,0,UDP,4,1,0.487,South America,4.81,1
D314,Smart Plug,v1.1,5G,30680,721,3534.87,7,0,MQTT,13,1,0.109,Europe,2.96,0
D315,Smart Plug,v2.1,5G,48727,720,4275.51,12,0,MQTT,12,0,0.904,Asia,1.12,0
D316,Router,v2.0,Ethernet,28764,1441,124.3,15,0,MQTT,0,1,0.542,Europe,0.53,0
D317,Smart Plug,v1.0,Ethernet,15682,993,2833.83,2,0,UDP,10,1,0.308,Asia,4.97,0
D318,Sensor,v1.1,5G,26569,619,189.94,0,1,HTTP,11,1,0.451,Africa,1.54,0
D319,Smart Plug,v1.0,WiFi,22502,1244,435.39,2,0,TCP,5,1,0.311,South America,0.17,0
D320,Camera,v3.0,5G,24336,1021,3528.37,15,0,TCP,11,1,0.551,North America,1.96,0
D321,Router,v2.0,Ethernet,25210,1103,3680.68,0,0,TCP,2,1,0.273,Europe,3.74,0
D322,Sensor,v1.0,WiFi,23530,1165,4071.76,17,0,UDP,7,1,0.446,Europe,4.45,0
D323,Router,v2.1,WiFi,44507,115,2376.47,13,0,UDP,28,1,0.426,Asia,2.39,0
D324,Camera,v2.0,Ethernet,38048,577,4300.44,6,0,TCP,21,1,0.616,Europe,1.47,0
D325,Camera,v2.1,WiFi,17863,807,842.52,2,0,TCP,1,1,0.014,Asia,3.89,0
D326,Camera,v1.0,5G,49060,1148,1256.08,15,0,TCP,5,1,0.599,Asia,2.52,0
D327,Smart Plug,v2.0,Ethernet,17129,1219,681.17,5,0,UDP,2,1,0.593,Europe,0.43,0
D328,Smart Plug,v2.1,Ethernet,38280,1469,3989.71,17,0,HTTP,6,1,0.392,Europe,4.44,0
D329,Router,v3.0,Ethernet,4752,755,1151.09,12,0,HTTP,15,1,0.247,Africa,3.28,1
D330,Router,v3.0,Ethernet,6934,606,786.0,1,0,HTTP,16,0,0.839,Africa,0.18,0
D331,Sensor,v1.0,WiFi,37319,473,3119.32,11,0,MQTT,11,1,0.345,Africa,0.05,0
D332,Sensor,v2.0,Ethernet,22587,218,394.64,3,0,MQTT,14,1,0.312,South America,0.44,0
D333,Router,v1.1,Ethernet,7184,696,234.05,8,0,UDP,13,1,0.463,North America,4.11,1
D334,Smart Plug,v2.0,WiFi,45730,114,542.52,19,0,HTTP,0,1,0.278,Africa,2.41,0
D335,Camera,v3.0,Ethernet,14792,1087,11.2,4,1,HTTP,25,0,0.831,Africa,1.68,0
D336,Router,v2.1,WiFi,49616,1057,3487.98,9,0,MQTT,11,1,0.565,Asia,1.25,0
D337,Sensor,v1.1,WiFi,2755,1182,2815.55,5,0,HTTP,19,1,0.754,North America,2.53,0
D338,Smart Plug,v1.0,Ethernet,40301,587,1057.28,0,0,TCP,22,1,0.745,Europe,0.42,0
D339,Router,v1.1,5G,34182,418,1172.69,19,0,MQTT,19,0,0.788,South America,3.09,0
D340,Router,v1.0,Ethernet,47770,1132,4056.73,4,0,TCP,13,1,0.869,Europe,1.9,0
D341,Smart Plug,v1.1,5G,5372,865,2514.08,5,0,HTTP,15,0,0.919,Asia,4.29,1
D342,Router,v1.0,WiFi,318,1292,3495.66,18,1,UDP,24,1,0.384,South America,3.77,0
D343,Smart Plug,v1.0,5G,30992,903,2269.25,10,0,HTTP,14,0,0.444,Africa,0.09,0
D344,Camera,v1.1,Ethernet,37571,319,1196.21,14,0,UDP,7,0,0.05,North America,0.83,0
D345,Smart Plug,v1.1,Ethernet,48862,311,4852.31,1,0,TCP,20,1,0.926,North America,2.37,0
D346,Smart Plug,v1.0,5G,21615,596,2832.58,14,0,TCP,0,1,0.587,Africa,3.29,0
D347,Smart Plug,v3.0,Ethernet,34407,104,663.6,6,0,HTTP,12,1,0.712,Europe,3.58,1
D348,Router,v1.1,5G,13245,853,2036.39,16,0,MQTT,29,1,0.436,Europe,4.08,0
D349,Router,v2.0,WiFi,18086,1364,1653.39,11,0,TCP,2,1,0.474,Africa,0.25,0
D350,Smart Plug,v2.1,5G,19188,258,1078.3,11,0,UDP,23,1,0.543,Africa,0.09,0
D351,Router,v1.0,5G,5164,1158,4667.87,4,0,UDP,11,0,0.795,North America,3.0,0
D352,Sensor,v1.0,5G,46656,1357,4405.79,19,0,MQTT,6,1,0.613,Europe,3.62,0
D353,Sensor,v2.1,5G,22296,1422,1003.74,6,0,HTTP,7,1,0.811,South America,3.93,0
D354,Router,v3.0,WiFi,11703,371,1767.22,1,0,TCP,16,1,0.217,South America,0.78,0
D355,Router,v2.1,WiFi,2588,1286,3813.95,12,0,HTTP,17,1,0.206,Asia,4.84,0
D356,Smart Plug,v1.1,WiFi,25292,139,1050.45,8,0,TCP,9,1,0.207,Asia,1.15,0
D357,Camera,v2.1,5G,28997,850,2961.91,14,1,HTTP,14,1,0.005,Asia,1.25,0
D358,Router,v1.0,WiFi,18902,858,3501.97,14,0,MQTT,22,1,0.179,Europe,0.77,0
D359,Sensor,v2.1,Ethernet,16511,293,3273.32,0,0,UDP,20,1,0.119,South America,0.22,0
D360,Smart Plug,v2.0,WiFi,29766,148,3534.98,19,0,HTTP,20,1,0.454,Europe,4.05,0
D361,Router,v1.1,5G,41075,1249,3536.43,2,0,HTTP,27,1,0.127,Africa,0.03,0
D362,Sensor,v2.1,Ethernet,12870,460,4824.38,0,1,TCP,28,1,0.416,North America,2.32,0
D363,Sensor,v1.0,5G,8077,1458,1739.03,18,0,HTTP,9,1,1.0,Asia,0.46,0
D364,Camera,v1.1,Ethernet,37529,278,4394.17,19,1,HTTP,8,1,0.503,Africa,0.22,0
D365,Smart Plug,v1.0,5G,32131,1088,118.82,12,0,MQTT,0,1,0.925,Africa,4.67,0
D366,Smart Plug,v3.0,5G,4649,440,1448.13,14,1,HTTP,20,1,0.702,North America,4.13,1
D367,Camera,v2.0,Ethernet,20437,475,252.79,12,0,MQTT,22,1,0.894,South America,1.97,0
D368,Camera,v3.0,WiFi,27465,863,3259.51,17,0,MQTT,4,1,0.626,South America,2.29,0
D369,Smart Plug,v2.0,Ethernet,20745,1287,512.94,16,0,MQTT,14,1,0.81,Africa,4.34,0
D370,Smart Plug,v2.1,Ethernet,47897,1270,4230.08,0,0,TCP,13,1,0.303,North America,3.98,0
D371,Router,v1.1,Ethernet,24607,473,3236.49,14,0,MQTT,25,1,0.372,South America,3.46,0
D372,Router,v2.1,Ethernet,5073,1485,153.79,3,0,TCP,10,1,0.96,Asia,2.68,0
D373,Camera,v2.0,Ethernet,8536,279,3576.74,1,0,UDP,22,0,0.268,Europe,3.04,0
D374,Router,v2.0,5G,10186,815,4311.55,18,0,MQTT,16,1,0.421,North America,1.97,0
D375,Sensor,v2.0,5G,17840,412,3308.99,7,0,HTTP,20,1,0.651,Africa,2.64,0
D376,Router,v1.0,WiFi,25618,894,162.32,15,0,MQTT,13,1,0.392,Europe,2.7,0
D377,Router,v1.1,WiFi,19951,717,4291.02,7,0,UDP,29,0,0.021,South America,4.32,0
D378,Sensor,v2.1,Ethernet,39832,1085,3664.99,9,0,MQTT,5,1,0.792,South America,1.09,0
D379,Camera,v2.1,WiFi,14942,1128,1898.47,15,0,TCP,21,1,0.336,North America,1.23,0
D380,Sensor,v3.0,WiFi,30054,66,1649.86,4,1,UDP,3,1,0.228,Europe,1.05,0
D381,Router,v2.0,Ethernet,1845,1181,2404.3,18,0,UDP,12,0,0.506,South America,2.9,0
D382,Camera,v2.0,5G,12797,1146,4336.84,5,0,TCP,20,1,0.008,North America,3.48,0
D383,Router,v2.0,5G,27033,803,1267.78,9,1,TCP,23,1,0.864,Europe,1.19,0
D384,Sensor,v2.1,WiFi,3979,470,513.81,4,0,HTTP,21,1,0.261,Africa,3.38,0
D385,Sensor,v3.0,5G,20261,81,4324.54,18,0,UDP,16,1,0.923,Africa,3.14,0
D386,Router,v1.0,5G,18599,814,141.19,18,0,MQTT,20,1,0.678,South America,1.61,0
D387,Smart Plug,v1.1,WiFi,22741,649,4555.88,12,0,TCP,11,1,0.549,North America,1.15,0
D388,Smart Plug,v1.0,Ethernet,35135,951,1535.67,14,0,HTTP,22,0,0.806,Asia,4.41,0
D389,Sensor,v2.1,WiFi,18751,395,2546.03,7,0,TCP,11,1,0.993,South America,2.85,0
D390,Sensor,v2.0,WiFi,9788,1076,670.15,10,1,TCP,23,1,0.251,Asia,3.52,0
D391,Smart Plug,v1.1,WiFi,47933,232,4512.25,0,0,HTTP,29,1,0.355,Europe,4.63,0
D392,Smart Plug,v2.1,Ethernet,11088,839,3751.68,3,0,UDP,3,1,0.484,North America,1.03,0
D393,Router,v2.1,Ethernet,23570,912,4621.54,12,0,MQTT,1,1,0.539,South America,1.75,0
D394,Router,v2.1,Ethernet,37349,1004,3419.31,6,0,TCP,19,1,0.553,Africa,2.17,0
D395,Smart Plug,v1.1,Ethernet,23949,269,931.62,6,0,UDP,5,1,0.549,Europe,1.16,0
D396,Router,v1.1,WiFi,33797,584,1548.25,5,0,HTTP,5,1,0.828,Europe,4.2,0
D397,Router,v3.0,5G,7873,1081,2439.37,7,0,HTTP,21,1,0.405,Europe,0.42,0
D398,Camera,v3.0,WiFi,36192,1433,3040.22,11,0,HTTP,0,1,0.011,Asia,1.2,0
D399,Router,v1.0,Ethernet,29176,367,4633.03,17,0,UDP,10,1,0.876,Asia,0.96,0
D400,Sensor,v1.1,5G,4687,178,1925.92,14,0,MQTT,22,1,0.662,Europe,4.77,0
D401,Router,v1.1,WiFi,33224,727,3518.33,15,0,UDP,22,1,0.189,South America,3.14,0
D402,Router,v1.1,5G,15887,150,4805.43,0,0,UDP,28,0,0.03,Asia,3.58,0
D403,Smart Plug,v3.0,Ethernet,20548,1182,770.35,9,0,HTTP,20,0,0.316,North America,0.54,0
D404,Sensor,v2.1,5G,5599,806,4314.92,14,0,TCP,28,1,0.124,Africa,0.97,0
D405,Router,v2.0,5G,3941,491,2109.32,12,0,TCP,11,1,0.897,South America,4.05,0
D406,Router,v3.0,Ethernet,44990,513,3664.78,18,0,HTTP,3,1,0.278,North America,2.84,0
D407,Camera,v1.1,5G,25502,849,1474.76,12,0,TCP,27,1,0.706,Asia,0.23,1
D408,Router,v3.0,WiFi,46277,778,1676.58,8,0,HTTP,15,1,0.658,Africa,2.83,0
D409,Router,v1.0,5G,23155,65,145.39,15,0,UDP,26,1,0.714,Europe,2.38,0
D410,Camera,v1.1,WiFi,39927,1165,4857.31,13,1,HTTP,18,1,0.53,Africa,0.77,0
D411,Smart Plug,v1.0,5G,765,1411,4069.13,8,1,MQTT,26,1,0.73,Europe,2.96,0
D412,Router,v1.1,5G,32371,806,478.65,17,1,MQTT,10,1,0.512,North America,0.87,0
D413,Camera,v3.0,Ethernet,23337,1185,4997.55,3,0,MQTT,10,1,0.378,North America,4.06,0
D414,Sensor,v2.1,Ethernet,43088,173,3029.07,11,0,UDP,12,1,0.858,South America,3.09,0
D415,Smart Plug,v2.0,WiFi,28367,742,4270.11,4,1,TCP,12,1,0.459,North America,4.36,0
D416,Sensor,v1.0,Ethernet,10874,434,342.64,10,0,UDP,7,1,0.568,Asia,2.12,0
D417,Sensor,v3.0,Ethernet,653,1424,1953.36,4,0,TCP,10,1,0.465,Asia,2.56,0
D418,Camera,v2.1,Ethernet,13960,953,3351.56,18,0,UDP,15,0,0.775,Africa,3.8,0
D419,Router,v3.0,Ethernet,25003,662,541.1,6,0,UDP,12,1,0.54,Europe,2.73,0
D420,Camera,v1.0,Ethernet,7145,1109,2449.63,3,0,MQTT,23,1,0.471,Africa,2.86,0
D421,Camera,v2.0,WiFi,9480,785,2218.96,7,0,UDP,2,1,0.258,South America,2.77,0
D422,Camera,v3.0,WiFi,33017,368,1088.04,5,1,MQTT,26,1,0.912,South America,2.46,0
D423,Camera,v1.1,Ethernet,32361,987,1508.35,5,0,UDP,10,1,0.863,Asia,4.03,1
D424,Smart Plug,v2.1,Ethernet,49241,1359,4835.92,3,0,HTTP,20,1,0.431,South America,2.43,0
D425,Router,v3.0,WiFi,13443,899,1450.36,13,0,MQTT,7,1,0.66,Asia,4.5,0
D426,Sensor,v2.1,5G,2953,509,1075.0,2,0,HTTP,9,0,0.508,Europe,4.04,0
D427,Sensor,v1.1,WiFi,10228,995,2685.68,9,0,UDP,25,1,0.176,Africa,3.46,0
D428,Router,v2.0,5G,45448,341,3358.08,5,0,UDP,29,1,0.376,South America,4.49,0
D429,Sensor,v2.0,Ethernet,48122,440,3628.21,17,0,HTTP,21,1,0.853,Europe,2.69,0
D430,Router,v1.1,Ethernet,2836,295,3773.69,9,0,TCP,17,1,0.797,South America,4.11,0
D431,Sensor,v2.1,WiFi,33824,655,193.79,8,0,TCP,16,0,0.102,North America,1.21,0
D432,Camera,v3.0,Ethernet,11540,489,1974.86,15,0,TCP,6,1,0.075,South America,0.36,0
D433,Sensor,v1.1,5G,5280,1142,3872.05,19,1,UDP,17,1,0.854,Europe,3.43,0
D434,Router,v1.0,5G,30384,504,4525.21,3,0,TCP,9,1,0.899,South America,1.51,0
D435,Router,v2.1,WiFi,41475,97,3014.98,10,0,TCP,25,0,0.294,North America,3.17,0
D436,Router,v2.0,5G,11746,392,271.01,11,0,UDP,19,1,0.349,South America,0.39,0
D437,Router,v1.1,WiFi,19129,908,1989.26,18,0,UDP,26,1,0.336,Europe,4.78,0
D438,Router,v2.0,WiFi,20258,517,380.39,9,0,TCP,21,1,0.127,Asia,2.58,0
D439,Smart Plug,v2.1,5G,14442,1475,3745.2,6,0,TCP,12,1,0.745,Europe,0.05,0
D440,Smart Plug,v2.0,5G,37881,827,326.89,6,1,HTTP,6,1,0.37,Asia,2.38,0
D441,Sensor,v1.1,5G,184,1212,936.8,17,0,UDP,22,1,0.836,Asia,3.95,0
D442,Router,v2.1,5G,2035,586,2090.62,2,1,UDP,6,0,0.879,Africa,4.33,0
D443,Sensor,v1.0,5G,30566,545,2318.62,11,0,HTTP,19,1,0.913,Europe,2.31,0
D444,Router,v1.1,5G,42476,380,2038.34,13,0,MQTT,10,1,0.818,Africa,0.63,0
D445,Router,v3.0,5G,9362,185,2322.35,19,0,MQTT,9,1,0.789,Asia,4.53,0
D446,Smart Plug,v1.1,Ethernet,11704,644,3569.06,1,0,UDP,25,1,0.449,South America,4.91,0
D447,Smart Plug,v2.1,WiFi,42581,1400,1852.65,8,0,UDP,11,0,0.027,Asia,0.32,0
D448,Camera,v1.1,WiFi,23233,550,2743.27,9,0,TCP,12,1,0.112,Europe,0.39,0
D449,Smart Plug,v1.0,5G,28767,1099,1523.81,5,0,MQTT,11,1,0.531,Europe,2.83,0
D450,Camera,v1.0,WiFi,35341,188,1774.6,16,0,TCP,11,1,0.36,Europe,2.67,0
D451,Camera,v3.0,5G,33603,722,3072.86,14,1,MQTT,5,1,0.829,Europe,2.94,0
D452,Camera,v2.0,Ethernet,2938,1164,2457.57,0,0,HTTP,2,0,0.563,South America,1.59,0
D453,Camera,v2.1,WiFi,35430,643,3617.95,12,0,TCP,7,1,0.099,Africa,0.25,0
D454,Camera,v2.1,WiFi,13540,781,2807.09,9,0,HTTP,16,0,0.479,North America,2.9,0
D455,Sensor,v2.0,Ethernet,36774,1323,4019.83,11,0,HTTP,29,1,0.822,Africa,0.76,0
D456,Smart Plug,v1.0,Ethernet,34140,833,2222.61,15,0,MQTT,12,1,0.863,Asia,1.71,0
D457,Camera,v1.0,Ethernet,37704,1341,2460.26,1,0,UDP,7,1,0.166,Europe,2.91,0
D458,Router,v1.1,WiFi,34730,967,3353.16,2,0,UDP,4,1,0.1,Europe,1.04,0
D459,Smart Plug,v3.0,WiFi,37094,469,1114.01,7,0,HTTP,23,1,0.387,North America,2.71,0
D460,Smart Plug,v3.0,Ethernet,26439,1330,1935.79,19,0,UDP,27,1,0.066,Africa,3.57,0
D461,Camera,v3.0,Ethernet,30484,340,3127.96,14,0,TCP,3,1,0.726,Asia,0.33,0
D462,Sensor,v1.1,Ethernet,45478,1307,154.09,18,0,MQTT,15,0,0.448,Europe,3.1,0
D463,Camera,v3.0,Ethernet,41882,1312,2190.49,17,0,TCP,17,1,0.198,North America,2.55,0
D464,Sensor,v2.0,Ethernet,32743,988,2998.26,0,0,UDP,3,1,0.102,North America,0.49,0
D465,Router,v1.1,5G,17026,1188,4837.2,18,0,HTTP,10,1,0.927,Asia,3.53,0
D466,Smart Plug,v2.0,Ethernet,39077,917,4386.31,1,0,MQTT,7,1,0.043,North America,1.55,0
D467,Router,v1.1,5G,23752,570,1410.9,4,0,HTTP,25,0,0.098,North America,0.91,0
D468,Sensor,v3.0,WiFi,10370,1418,2540.98,17,0,MQTT,0,1,0.234,Africa,1.41,0
D469,Sensor,v2.0,WiFi,17368,300,291.51,15,0,TCP,26,1,0.095,Europe,2.73,0
D470,Router,v2.0,5G,36517,1057,1211.36,9,0,UDP,12,0,0.644,Africa,2.9,0
D471,Sensor,v2.0,Ethernet,46994,1426,3876.53,2,0,TCP,20,0,0.218,North America,0.85,0
D472,Router,v1.1,WiFi,48941,815,625.34,9,0,HTTP,26,1,0.48,South America,4.68,0
D473,Smart Plug,v2.1,Ethernet,20417,569,1295.88,12,0,TCP,21,0,0.86,Asia,1.64,1
D474,Router,v3.0,Ethernet,36534,228,4720.77,9,0,UDP,3,1,0.825,North America,1.34,0
D475,Smart Plug,v2.0,5G,46225,909,4121.04,10,0,UDP,3,1,0.146,North America,0.93,0
D476,Router,v2.1,WiFi,15548,791,3911.32,6,0,TCP,3,1,0.089,Africa,0.6,0
D477,Sensor,v3.0,WiFi,10013,1305,4324.14,1,1,MQTT,12,1,0.664,Asia,4.91,0
D478,Router,v3.0,5G,8666,439,3750.53,18,0,UDP,18,0,0.21,Europe,3.37,0
D479,Sensor,v2.0,Ethernet,32544,1099,611.73,17,0,UDP,15,0,0.781,Asia,3.94,0
D480,Router,v2.0,Ethernet,15705,146,2587.64,10,0,UDP,27,1,0.434,North America,2.01,0
D481,Router,v1.1,WiFi,657,494,2226.78,16,1,UDP,13,1,0.155,Africa,2.07,0
D482,Camera,v2.1,5G,42340,541,1562.65,2,0,MQTT,9,1,0.974,South America,4.93,0
D483,Sensor,v2.1,5G,44483,846,4171.86,19,0,MQTT,4,0,0.056,North America,1.0,0
D484,Camera,v2.0,Ethernet,6140,432,2326.05,11,0,HTTP,14,1,0.124,Asia,1.63,0
D485,Sensor,v3.0,Ethernet,46752,1018,310.89,1,0,HTTP,5,0,0.812,Asia,0.98,1
D486,Camera,v2.0,5G,33996,204,1382.08,0,0,HTTP,18,1,0.453,South America,1.41,0
D487,Smart Plug,v3.0,WiFi,21904,783,1150.82,8,0,TCP,13,1,0.938,Asia,3.32,0
D488,Router,v3.0,Ethernet,9392,1490,4438.52,18,0,TCP,26,0,0.113,Asia,1.54,0
D489,Sensor,v2.0,5G,26210,1079,3240.72,7,0,HTTP,10,1,0.157,Africa,4.38,0
D490,Sensor,v1.0,5G,5449,351,2806.28,8,0,UDP,2,1,0.002,Asia,0.24,0
D491,Router,v2.1,5G,30474,418,2538.18,6,0,HTTP,24,1,0.217,Europe,1.77,1
D492,Sensor,v3.0,WiFi,19109,406,3254.06,3,0,TCP,1,1,0.657,South America,4.3,0
D493,Sensor,v3.0,Ethernet,45187,212,3776.83,15,0,MQTT,5,1,0.723,North America,3.11,0
D494,Camera,v1.0,Ethernet,42691,273,2776.38,5,0,UDP,23,1,0.43,South America,3.85,0
D495,Sensor,v1.1,Ethernet,157,1199,4692.04,17,0,UDP,7,0,0.257,North America,1.62,1
D496,Smart Plug,v1.0,WiFi,8603,717,4884.4,1,1,UDP,0,1,0.716,Africa,1.85,0
D497,Smart Plug,v1.0,Ethernet,28393,1039,4976.76,10,0,TCP,29,1,0.173,Asia,4.44,0
D498,Router,v3.0,Ethernet,43061,599,3350.26,4,0,UDP,27,1,0.767,North America,3.75,0
D499,Sensor,v2.1,Ethernet,19221,1136,4663.78,16,0,UDP,13,0,0.787,North America,1.92,1
D500,Router,v1.0,Ethernet,5593,394,2028.35,4,0,MQTT,15,1,0.441,Africa,1.08,0
D501,Smart Plug,v1.1,WiFi,36745,428,4299.37,2,0,UDP,16,0,0.194,South America,0.53,0
D502,Sensor,v2.0,5G,2382,74,4546.78,18,1,TCP,7,0,0.63,South America,4.31,0
D503,Sensor,v1.0,5G,23270,1275,4521.66,7,0,UDP,16,1,0.853,South America,3.49,1
D504,Router,v1.0,Ethernet,44243,572,4155.92,10,0,TCP,12,1,0.53,Asia,3.04,0
D505,Smart Plug,v1.1,Ethernet,1531,643,2038.93,2,1,MQTT,18,1,0.461,Africa,3.88,1
D506,Sensor,v2.1,Ethernet,45394,1177,802.95,2,0,MQTT,8,1,0.979,North America,4.57,0
D507,Router,v1.0,WiFi,34643,685,1676.44,0,0,UDP,2,1,0.537,South America,3.81,1
D508,Smart Plug,v1.0,Ethernet,20691,964,3838.77,12,0,HTTP,17,1,0.034,South America,2.1,0
D509,Router,v2.1,WiFi,11451,781,1172.1,9,0,MQTT,0,1,0.502,South America,0.88,0
D510,Camera,v1.1,Ethernet,32583,1119,2396.58,5,0,UDP,12,1,0.445,Europe,3.57,0
D511,Sensor,v1.0,Ethernet,31295,390,2831.34,10,0,MQTT,12,1,0.292,Asia,1.23,0
D512,Camera,v2.1,5G,47507,137,3023.25,7,0,MQTT,11,1,0.317,South America,3.91,0
D513,Smart Plug,v1.0,Ethernet,37253,314,4679.27,18,0,TCP,0,1,0.931,Europe,1.69,0
D514,Camera,v2.0,WiFi,22835,513,3310.85,10,1,HTTP,9,1,0.134,Africa,0.78,0
D515,Camera,v3.0,5G,15303,969,3933.63,5,0,TCP,18,1,0.764,North America,1.27,0
